entity_id,state,last_changed
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,190.2,2025-02-07T01:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,190.32,2025-02-07T02:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,190.438,2025-02-07T03:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,190.557,2025-02-07T04:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,190.676,2025-02-07T05:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,190.794,2025-02-07T06:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,190.913,2025-02-07T07:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.032,2025-02-07T08:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.15,2025-02-07T09:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.268,2025-02-07T10:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.387,2025-02-07T11:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.504,2025-02-07T12:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.622,2025-02-07T13:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.74,2025-02-07T14:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.858,2025-02-07T15:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,191.975,2025-02-07T16:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,192.093,2025-02-07T17:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,192.21,2025-02-07T18:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,192.329,2025-02-07T19:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,192.446,2025-02-07T20:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,192.564,2025-02-07T21:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,192.682,2025-02-07T22:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,192.8,2025-02-07T23:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,192.918,2025-02-08T00:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,193.035,2025-02-08T01:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,193.163,2025-02-08T02:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,193.391,2025-02-08T03:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,193.508,2025-02-08T04:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,193.626,2025-02-08T05:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,193.744,2025-02-08T06:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,193.862,2025-02-08T07:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,193.98,2025-02-08T08:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,194.097,2025-02-08T09:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,194.215,2025-02-08T10:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,194.334,2025-02-08T11:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,194.452,2025-02-08T12:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,194.569,2025-02-08T13:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,194.686,2025-02-08T14:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,194.805,2025-02-08T15:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,194.922,2025-02-08T16:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,195.04,2025-02-08T17:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,195.158,2025-02-08T18:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,195.276,2025-02-08T19:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,195.394,2025-02-08T20:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,195.539,2025-02-08T21:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,195.658,2025-02-08T22:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,195.783,2025-02-08T23:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,195.907,2025-02-09T00:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,196.03,2025-02-09T01:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,196.153,2025-02-09T02:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,196.277,2025-02-09T03:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,196.416,2025-02-09T04:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,196.54,2025-02-09T05:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,196.664,2025-02-09T06:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,196.787,2025-02-09T07:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,196.91,2025-02-09T08:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,197.034,2025-02-09T09:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,197.158,2025-02-09T10:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,197.282,2025-02-09T11:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,197.406,2025-02-09T12:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,197.529,2025-02-09T13:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,197.653,2025-02-09T14:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,197.769,2025-02-09T15:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,197.899,2025-02-09T16:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,198.019,2025-02-09T17:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,198.139,2025-02-09T18:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,198.259,2025-02-09T19:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,198.39,2025-02-09T20:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,198.51,2025-02-09T21:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,198.63,2025-02-09T22:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,198.76,2025-02-09T23:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,198.881,2025-02-10T00:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.011,2025-02-10T01:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.131,2025-02-10T02:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.241,2025-02-10T03:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.391,2025-02-10T04:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.512,2025-02-10T05:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.622,2025-02-10T06:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.742,2025-02-10T07:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.862,2025-02-10T08:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,199.982,2025-02-10T09:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,200.103,2025-02-10T10:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,200.213,2025-02-10T11:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,200.333,2025-02-10T12:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,200.453,2025-02-10T13:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,200.573,2025-02-10T14:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,200.684,2025-02-10T15:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,200.804,2025-02-10T16:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,200.924,2025-02-10T17:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.044,2025-02-10T18:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.165,2025-02-10T19:00:00.000Z
